,ID,Título,Data de Publicação,Hora de Publicação,Descrição,Período de Referência,Fundos,Duração,Dimensão,Definição,Legendas,Conteúdo Licenciado,Licença de Uso,Tags,Privacidade,Canal,Visualizações,Likes,Favoritos,Comentários
11,tOVqymRBFHM,Fundo Kinea Crédito Agro - FIAGRO (KNCA11) - Resumo Mensal ref. Julho.22,03/08/2022,11:13:01,"Balanço mensal do mês de Julho para os fundos de CRA - Certificados de Recebíveis do Agronegócio.

Cadastre-se em nossa newsletter e receba as informações da Kinea em primeira mão: https://www.kinea.com.br/newsletter/

Por Felipe Greco, do time de gestão dos fundos de CRA da Kinea, e Luis Filipe de Callis, da área de RI da Kinea.

Acesse as redes da Kinea e fique por dentro das novidades, clicando aqui: https://linktr.ee/kineainvestimentos
 
Mais informações sobre os fundos Kinea em:
https://www.kinea.com.br
 
Siga a Kinea no Linkedin:
https://www.linkedin.com/company/kinea-investimentos
 
Mais informações sobre o fundos de CRA da Kinea:
https://www.kinea.com.br/fundos/kinea-agro-knca11/
 
Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco
relacionamento@kinea.com.br
 
Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos

Busque por nosso perfil @kineainvestiementos no Instagram: 
https://www.instagram.com/kineainvestimentos/",Julho/2022,KNCA11,02:51,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimento, investimentos, fundo, fundos, de, renda, imobiliária, fii, KNCR11, KNIP11, knhy11, knsc11, cri, cris, fixa, renda fixa, rendimento, dinheiro, rentável, bom, melhor, bolsa, listado, investir, xp, xp inc, itaú, banco, bba, asset, verde, órama, orama, empiricus, economizar, economia, render, multiplicar, money, real, estate, private, equity, rentabilidade, dividendos, pagamento, mensal, anual, semestral, cota, cotistas, valor, oferta, governo, impostos, finclass, CRA, agro, fiagro, agronegócio, agronegócios",Público,Kinea Investimentos,38497,91,0,2
12,GDpeyxJgVrY,KNRI11 - Resumo Mensal do Kinea Renda ref. Julho.22,03/08/2022,02:24:24,"Balanço mensal do mês de Julho de 2022 do fundo Kinea Renda (KNRI11).

Por Carlos Martins, sócio e gestor de Real Estate, e Luis Filipe de Callis, da área de relacionamento com investidores da Kinea.

Cadastre-se em nossa newsletter e receba as informações da Kinea em primeira mão: https://www.kinea.com.br/newsletter/

Acesse as redes da Kinea e fique por dentro das novidades, clicando aqui: https://linktr.ee/kineainvestimentos
 
Mais informações sobre os fundos Kinea em:
https://www.kinea.com.br
 
Siga a Kinea no Linkedin:
https://www.linkedin.com/company/kinea-investimentos
 
Mais informações sobre o fundo em:
Kinea Renda (KNRI11): https://www.kinea.com.br/fundos/fundo-imobiliario-kinea-renda-knri11/  
 
Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco
relacionamento@kinea.com.br
 
Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos


Busque por nosso perfil @kineainvestiementos no Instagram: 
https://www.instagram.com/kineainvestimentos/",Julho/2022,KNRI11,05:55,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimentos, knri, knri11, fundo, fundos, fundos de investimentos, imobiliário, imobiliários, fundos imobiliários, fundo imobiliário, investir, dinheiro, rende, renda, kinea renda, imobiliária, rendimento, bolsa, imóveis, prédio, comercial, galpão, logístico, investimento, grana, money, rentabilidade, performance, primo, infomoney, valor, economia, econômico, itaú, bradesco, personallité, caixa, banco do brasil, xp, orama, mercado, btg, reforma, tributária, governo, #CartadoGestor, rochaverá, morumbi",Público,Kinea Investimentos,27386,472,0,20
13,ThoigKvSrss,Fundos de Ações Kinea - Resumo Mensal ref. Julho.22,03/08/2022,02:21:57,"Balanço mensal do mês de Julho de 2022 dos fundos de ações da Kinea.
Por Rafael Oliveira, gestor dos fundos de ações, e Marcela Pereira, da área de RI da Kinea.

Cadastre-se em nossa newsletter e receba as informações da Kinea em primeira mão: https://www.kinea.com.br/newsletter/

Acesse as redes da Kinea e fique por dentro das novidades, clicando aqui: https://linktr.ee/kineainvestimentos
 
Mais informações sobre os fundos Kinea em:
https://www.kinea.com.br
 
Siga a Kinea no Linkedin:
https://www.linkedin.com/company/kinea-investimentos
 
Mais informações sobre os fundos de ações da Kinea em:
Kinea Gama: https://www.kinea.com.br/fundos/fundo-acoes-gama/
Kinea Prev Ações: https://www.kinea.com.br/fundos/fundo-prev-acoes/
Kinea Prev Ações XP: https://www.kinea.com.br/fundos/fundo-prev-acoes-xp/
 
Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco
relacionamento@kinea.com.br
 
Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos

Busque por @kineainvestiementos no Instagram: 
https://www.instagram.com/kineainvestimentos/",Julho/2022,Ações,01:55,2D,HD,False,False,YouTube,"ações, kinea, kinea investimentos, investimentos, ação, bolsa, valores, b3, fundo, fundos, moeda, valor, atlas, kinea atlas, kinea gama, gama, kinea prev, prev, multimercados, bolsa de valores, dinheiro, melhor, stock, options, macro, global, carteira, posições, posição, rendimento, grana, xp, btg, itaú, bradesco, santander, gerenciar, multiplicar, render, ganhar, mais, primo, rico, ficar, empiricus, recomendação, recomendada, toro, orama, verde, asset, gestora, gestor, selic, totvs, inflação, ipca, juros, cdi, meta, benchmark, #cartadogestor",Público,Kinea Investimentos,23446,26,0,0
14,dwF-FSajRIg,KFOF11 - Resumo Mensal do Kinea FOF FII ref. Julho.22,02/08/2022,14:46:04,"Balanço mensal do mês de Julho de 2022 do fundo Kinea Fundo de Fundos FII (KFOF11).

Cadastre-se em nossa newsletter e receba as informações da Kinea em primeira mão: https://www.kinea.com.br/newsletter/

Acesse as redes da Kinea e fique por dentro das novidades, clicando aqui: https://linktr.ee/kineainvestimentos

Por Lucas Simon, gestor do fundo e Luis Filipe de Callis, da área de Relacionamento com Investidores da Kinea.
 
Mais informações sobre os fundos Kinea em:
https://www.kinea.com.br
 
Siga a Kinea no Linkedin:
https://www.linkedin.com/company/kinea-investimentos
 
Mais informações sobre o fundo em:
Kinea Fundo de Fundos FII (KFOF11): https://www.kinea.com.br/fundos/fundo-imobiliario-kinea-fof-fii-kfof11/
 
Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco/
relacionamento@kinea.com.br
 
Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos 

Procure pelo podcast Kinea nas principais plataformas de podcast.

Busque por nosso perfil @kineainvestiementos no Instagram: 
https://www.instagram.com/kineainvestimentos/",Julho/2022,KFOF11,03:31,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimentos, fundo, fundos, fundo de investimentos, imobiliário, imobiliários, fundos imobiliários, fundo imobiliário, investir, dinheiro, rende, renda, kinea renda, imobiliária, rendimento, bolsa, imóveis, prédio, comercial, galpão, logístico, investimento, render, grana, money, rentabilidade, performance, primo, rico, infomoney, valor, economia, econômico, santander, itaú, bradesco, personallité, caixa, bb, banco do brasil, xp, orama, mercado, btg, kfof, fundo de fundos, #CartadoGestor, #kfof11",Público,Kinea Investimentos,576,75,0,1
15,ioAkq1Cp368,Fundos Renda Fixa Kinea - Resumo Mensal ref. Julho.22,29/07/2022,21:12:34,"Balanço mensal do mês de Julho de 2022 dos fundos de Renda Fixa da Kinea.

Por Denis Ferrari, gestor dos fundos de Renda Fixa, e Marcela Pereira, da área de relacionamento com investidores da Kinea.

Cadastre-se em nossa newsletter e receba as informações da Kinea em primeira mão: https://www.kinea.com.br/newsletter/

Acesse as redes da Kinea e fique por dentro das novidades, clicando aqui: https://linktr.ee/kineainvestimentos

Mais informações sobre os fundos Kinea em: https://www.kinea.com.br/
Siga a Kinea no Linkedin: https://www.linkedin.com/company/kinea-investimentos/

Mais informações sobre os fundos de renda fixa Kinea em:
Kinea RF Absoluto: https://www.kinea.com.br/fundos/fundo-renda-fixa-kinea-rf-absoluto/
Kinea Prev RF: https://www.kinea.com.br/fundos/prev-rf-ativo/

Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco/
relacionamento@kinea.com.br

Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos

Busque por @kineainvestiementos no Instagram: 
https://www.instagram.com/kineainvestimentos/",Julho/2022,Renda Fixa,03:35,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimentos, investimento, bolsa, renda, fixa, renda fixa, dinheiro, melhor, bolsa de valores, valores, risco, brasil, internacional, juros, futuro, ações, ação, primo rico, rico, primo, gestores, comprar, vender, asset, finanças, fundos, fundo, fundo de investimento, xp, xp inc, orama, toro, verde, natalia, arcuri, poupe, poupança, cdi, ipca, performance, real, dólar, rentabilidade, ganhar, rentável, itaú, santander, bradesco, caixa, btg, pactual, safra, #CartadoGestor, #RendaFixa",Público,Kinea Investimentos,15749,45,0,1
16,dvIwjNqjjSY,Crédito Privado Kinea - Resumo Mensal ref. Julho.22,29/07/2022,21:10:07,"Balanço mensal do mês de Julho de 2022 do fundo Kinea Crédito Privado.

Por Ivan Fernandes, Gestor dos fundos de Crédito Privado da Kinea e Marcela Pereira, da área de relacionamento com investidores.

Cadastre-se em nossa newsletter e receba as informações da Kinea em primeira mão: https://www.kinea.com.br/newsletter/ 

Acesse as redes da Kinea e fique por dentro das novidades, clicando aqui: https://linktr.ee/kineainvestimentos 

Mais informações sobre os fundos Kinea em: https://www.kinea.com.br/
Siga a Kinea no Linkedin: https://www.linkedin.com/company/kinea-investimentos 

Mais informações sobre os fundos de Crédito Privado da Kinea em:
Kinea Cred Privado: https://www.kinea.com.br/fundos/fundo-previdenciario-credito-privado/  
Kinea Prev Andes: https://www.kinea.com.br/fundos/fundo-previdenciario-credito-privado-prev-andes/ 
Kinea Alpes Prev: https://www.kinea.com.br/fundos/fundo-previdenciario-credito-privado-alpes-prev/ 
Kinea Andes: https://www.kinea.com.br/fundos/kinea-andes/  
Kinea Oportunidade: https://www.kinea.com.br/fundos/kinea-oportunidade/  

Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco/ 
relacionamento@kinea.com.br 

Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos 

Busque por @kineainvestiementos no Instagram:  
https://www.instagram.com/kineainvestimentos/",Julho/2022,Crédito Privado,04:09,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimentos, investimento, bolsa, dinheiro, melhor, valores, risco, brasil, internacional, juros, futuro, ações, ação, primo rico, rico, primo, gestores, comprar, vender, asset, finanças, fundos, fundo, fundo de investimentos, fundo de investimento, xp, xp inc, orama, toro, verde, poupança, cdi, ipca, performance, real, dólar, rentabilidade, ganhar, rentável, itaú, santander, bradesco, caixa, btg, pactual, safra, crédito, privado, crédito privado, me poupe, live, #CartadoGestor, #CréditoPrivado",Público,Kinea Investimentos,18712,23,0,2
17,lcJ9vnmlzfE,Fundos Multimercados Kinea - Resumo Mensal ref. Julho.22,29/07/2022,21:08:21,"Balanço mensal do mês de Julho de 2022 dos fundos multimercados da Kinea. Por Marco Freire, sócio e gestor dos fundos líquidos e Marcela Pereira, do time de RI da Kinea.

Cadastre-se em nossa newsletter e receba as informações da Kinea em primeira mão: https://www.kinea.com.br/newsletter/

Acesse as redes da Kinea e fique por dentro das novidades, clicando aqui: https://linktr.ee/kineainvestimentos

Mais informações sobre os fundos Kinea em: https://www.kinea.com.br/
Siga a Kinea no Linkedin: https://www.linkedin.com/company/kinea-investimentos/ 

Mais informações sobre os fundos multimercados Kinea em:
Kinea Atlas (II): https://www.kinea.com.br/fundos/fundo-multimercado-atlas-ii/ 
Kinea Chronos: https://www.kinea.com.br/fundos/fundo-multimercado-chronos/ 
Kinea Apolo: https://www.kinea.com.br/fundos/fundo-multimercado-apolo/
Kinea Prev XTR: https://www.kinea.com.br/fundos/prev-xtr/
Kinea Prev MM: https://www.kinea.com.br/fundos/prev/
Kinea Prev Apolo: https://www.kinea.com.br/fundos/kinea-prev-apolo-itau/

Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco/
relacionamento@kinea.com.br

Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos

Busque por @kineainvestiementos no Instagram: 
https://www.instagram.com/kineainvestimentos/",Julho/2022,Multimercados,04:21,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimentos, investimento, bolsa, dinheiro, melhor, valores, risco, brasil, internacional, juros, futuro, ações, ação, primo rico, rico, primo, gestores, comprar, vender, asset, finanças, fundos, fundo, fundo de investimentos, fundo de investimento, xp, orama, toro, verde, poupança, cdi, ipca, performance, real, dólar, rentabilidade, ganhar, rentável, itaú, santander, bradesco, caixa, btg, pactual, safra, crédito, privado, crédito privado, me poupe, live, #cartadogestor, #multimercados, #multimercado",Público,Kinea Investimentos,24937,75,0,2
18,jWPOPjXjiYU,"Fundos de CRIs (KNCR11, KNIP11, KNHY11, KNSC11 e KCRE11) - Resumo Mensal ref. Junho.22",07/07/2022,00:04:33,"Balanço mensal do mês de Maio de 2022 dos fundos de CRIs (KNCR11, KNIP11, KNHY11, KNSC11 e KCRE11) da Kinea.

Por Flávio Cagno, sócio e gestor dos fundos de CRI da Kinea, e Ivan Simão, Head da área de RI da Kinea.

Cadastre-se em nossa newsletter e receba as informações da Kinea em primeira mão: https://www.kinea.com.br/newsletter/

Acesse as redes da Kinea e fique por dentro das novidades, clicando aqui: https://linktr.ee/kineainvestimentos
 
Mais informações sobre os fundos Kinea em:
https://www.kinea.com.br
 
Siga a Kinea no Linkedin:
https://www.linkedin.com/company/kinea-investimentos
 
Mais informações sobre os fundos de CRI da Kinea em:
Kinea Rendimentos (KNCR11): https://www.kinea.com.br/fundos/fundo-imobiliario-kinea-rendimentos-kncr11/
Kinea Índices de Preços (KNIP11): https://www.kinea.com.br/fundos/fundo-imobiliario-kinea-indices-de-precos-knip11/
Kinea High Yield (KNHY11): https://www.kinea.com.br/fundos/fundo-imobiliario-kinea-high-yield-knhy11/
Kinea Securities (KNSC11): https://www.kinea.com.br/fundos/fundo-imobiliario-kinea-securities-knsc11/
Kinea Creditas (KCRE11): https://www.kinea.com.br/fundos/fundo-imobiliario-kinea-creditas-kcre11/
 
Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco
relacionamento@kinea.com.br
 
Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos

Busque por nosso perfil @kineainvestiementos no Instagram: 
https://www.instagram.com/kineainvestimentos/",Junho/2022,"CRIs, KNCR11, KNIP11, KNHY11, KNSC11, KCRE11",04:57,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimento, investimentos, fundo, fundos, de, renda, imobiliária, fii, knri, knri11, KNCR11, KNIP11, knhy11, knsc11, cri, cris, fixa, renda fixa, rendimento, dinheiro, rentável, bom, melhor, bolsa, listado, investir, xp, itaú, banco, bba, asset, verde, empiricus, economizar, economia, render, multiplicar, money, real, estate, private, equity, rentabilidade, dividendos, pagamento, mensal, anual, semestral, fundo com, cota, cotistas, valor, oferta, reforma, tributária, governo, impostos, finclass, KCRE11, Creditas",Público,Kinea Investimentos,25760,139,0,0
19,6VxGrzrrs6U,KFOF11 - Resumo Mensal do Kinea FOF FII ref. Junho.22,06/07/2022,23:55:57,"Balanço mensal do mês de Junho de 2022 do fundo Kinea Fundo de Fundos FII (KFOF11).

Cadastre-se em nossa newsletter e receba as informações da Kinea em primeira mão: https://www.kinea.com.br/newsletter/

Acesse as redes da Kinea e fique por dentro das novidades, clicando aqui: https://linktr.ee/kineainvestimentos

Por Lucas Simon, gestor do fundo e Luis Filipe de Callis, da área de Relacionamento com Investidores da Kinea.
 
Mais informações sobre os fundos Kinea em:
https://www.kinea.com.br
 
Siga a Kinea no Linkedin:
https://www.linkedin.com/company/kinea-investimentos
 
Mais informações sobre o fundo em:
Kinea Fundo de Fundos FII (KFOF11): https://www.kinea.com.br/fundos/fundo-imobiliario-kinea-fof-fii-kfof11/
 
Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco/
relacionamento@kinea.com.br
 
Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos 

Procure pelo podcast Kinea nas principais plataformas de podcast.

Busque por nosso perfil @kineainvestiementos no Instagram: 
https://www.instagram.com/kineainvestimentos/",Junho/2022,KFOF11,03:09,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimentos, fundo, fundos, fundo de investimentos, imobiliário, imobiliários, fundos imobiliários, fundo imobiliário, investir, dinheiro, rende, renda, kinea renda, imobiliária, rendimento, bolsa, imóveis, prédio, comercial, galpão, logístico, investimento, render, grana, money, rentabilidade, performance, primo, rico, infomoney, valor, economia, econômico, santander, itaú, bradesco, personallité, caixa, bb, banco do brasil, xp, orama, mercado, btg, kfof, fundo de fundos, #CartadoGestor, #kfof11",Público,Kinea Investimentos,345,48,0,0
20,g5enYMCROp4,Resumo Mensal dos Fundos de Desenvolvimento Imobiliário - Kinea Even II e Even Permuta - Junho.22,06/07/2022,23:52:45,"Balanço de atualização referente Junho de 2022 dos fundos Kinea Even II (KEVE11) e Kinea Permuta (KINP11)

Cadastre-se em nossa newsletter e receba as informações da Kinea em primeira mão: https://www.kinea.com.br/newsletter/

Acesse as redes da Kinea e fique por dentro das novidades, clicando aqui: https://linktr.ee/kineainvestimentos

Por Marcel Chalem, integrante da equipe de gestão do fundos imobiliários de equities da Kinea e Luis Filipe de Callis, da área de Relacionamento com Investidores. 

Mais informações sobre os fundos Kinea em: https://www.kinea.com.br/​​
Siga a Kinea no Linkedin: https://www.linkedin.com/company/kinea-investimentos/mycompany/?viewAsMember=true

Mais informações sobre os FIIs de incorporação da Kinea em:
Kinea Even Permuta (KINP11): https://www.kinea.com.br/fundos/fundo-imobiliario-kinea-even-kinp11/
Kinea Even II (KEVE11): https://www.kinea.com.br/fundos/fundo-imobiliario-kinea-even-keve11/
Kinea Real Estate II (KNRE11): https://www.kinea.com.br/fundos/fundo-imobiliario-kinea-real-estate-knre11/

Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco/​​
relacionamento@kinea.com.br

Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos",Junho/2022,Desenvolvimento Imobiliário,08:35,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimentos, fundo, fundos, fundos de investimentos, fundo de investimentos, imobiliário, imobiliários, fundos imobiliários, fundo imobiliário, investir, dinheiro, rende, renda, kinea renda, imobiliária, rendimento, bolsa, imóveis, prédio, comercial, galpão, logístico, investimento, render, money, rentabilidade, performance, primo, rico, infomoney, valor, economia, santander, itaú, bradesco, personallité, caixa, banco do brasil, xp, mercado, btg, kfof, even, construtora, incorporação, apartamentos",Público,Kinea Investimentos,522,56,0,7
21,wueH1Bio180,Fundo Kinea Crédito Agro - FIAGRO (KNCA11) - Resumo Mensal ref. Junho.22,06/07/2022,23:43:57,"Balanço mensal do mês de Junho para os fundos de CRA - Certificados de Recebíveis do Agronegócio.

Cadastre-se em nossa newsletter e receba as informações da Kinea em primeira mão: https://www.kinea.com.br/newsletter/

Por Flávio Cagno, sócio e gestor dos fundos de CRA da Kinea, e Ivan Simão, Head da área de RI da Kinea.

Acesse as redes da Kinea e fique por dentro das novidades, clicando aqui: https://linktr.ee/kineainvestimentos
 
Mais informações sobre os fundos Kinea em:
https://www.kinea.com.br
 
Siga a Kinea no Linkedin:
https://www.linkedin.com/company/kinea-investimentos
 
Mais informações sobre o fundos de CRA da Kinea:
https://www.kinea.com.br/fundos/kinea-agro-knca11/
 
Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco
relacionamento@kinea.com.br
 
Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos

Busque por nosso perfil @kineainvestiementos no Instagram: 
https://www.instagram.com/kineainvestimentos/",Junho/2022,KNCA11,01:44,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimento, investimentos, fundo, fundos, de, renda, imobiliária, fii, KNCR11, KNIP11, knhy11, knsc11, cri, cris, fixa, renda fixa, rendimento, dinheiro, rentável, bom, melhor, bolsa, listado, investir, xp, xp inc, itaú, banco, bba, asset, verde, órama, orama, empiricus, economizar, economia, render, multiplicar, money, real, estate, private, equity, rentabilidade, dividendos, pagamento, mensal, anual, semestral, cota, cotistas, valor, oferta, governo, impostos, finclass, CRA, agro, fiagro, agronegócio, agronegócios",Público,Kinea Investimentos,40098,88,0,0
22,AH3blYLciPk,KNRI11 - Resumo Mensal do Kinea Renda ref. Junho.22,05/07/2022,20:30:16,"Balanço mensal do mês de Junho de 2022 do fundo Kinea Renda (KNRI11).

Por Alessandro Estevam, gestor do KNRI11, e Luis Filipe de Callis, da área de relacionamento com investidores da Kinea.

Cadastre-se em nossa newsletter e receba as informações da Kinea em primeira mão: https://www.kinea.com.br/newsletter/

Acesse as redes da Kinea e fique por dentro das novidades, clicando aqui: https://linktr.ee/kineainvestimentos
 
Mais informações sobre os fundos Kinea em:
https://www.kinea.com.br
 
Siga a Kinea no Linkedin:
https://www.linkedin.com/company/kinea-investimentos
 
Mais informações sobre o fundo em:
Kinea Renda (KNRI11): https://www.kinea.com.br/fundos/fundo-imobiliario-kinea-renda-knri11/  
 
Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco
relacionamento@kinea.com.br
 
Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos


Busque por nosso perfil @kineainvestiementos no Instagram: 
https://www.instagram.com/kineainvestimentos/",Junho/2022,KNRI11,06:05,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimentos, knri, knri11, fundo, fundos, fundos de investimentos, imobiliário, imobiliários, fundos imobiliários, fundo imobiliário, investir, dinheiro, rende, renda, kinea renda, imobiliária, rendimento, bolsa, imóveis, prédio, comercial, galpão, logístico, investimento, grana, money, rentabilidade, performance, primo, infomoney, valor, economia, econômico, itaú, bradesco, personallité, caixa, banco do brasil, xp, orama, mercado, btg, reforma, tributária, governo, #CartadoGestor, jundiaí, prologis",Público,Kinea Investimentos,29182,647,0,37
